project,COM-1,COM-2,POP-1,STA-1,STA-2,STA-3,STA-4,STA-5,STA-6,STA-7,STA-8,STA-9,TEC-1,TEC-2,TEC-3,TEC-4,SWQ-1,SWQ-2.1,SWQ-2.2,SWQ-2.3,SWQ-2.4,SWQ-2.5,SWQ-2.6,SWQ-2.7,init,end,frequency (weeks),project_url
incubator-retired-Amaterasu,8753167.2676,123.0,140,7,-44.0,26,1.0,2,False,4.0,24.0,9.0,426,65317.0,98.0,715.0,0.0023589963542783618,22.69,2,0,0,1,16.62093296746374,154,2017-09-27,2019-10-18,12,https://github.com/apache/incubator-retired-Amaterasu
oltu,6941135.680196809,387.0,452,11,28.0,122,3.0,2,True,-1.0,73.0,4.0,0,6917.0,2.0,1327.0,0.078125,81.65,5,0,0,0,17.573221757322177,46,2013-05-28,2023-04-15,12,https://github.com/apache/oltu
Abdera,2938138.296738281,259.0,61,15,4.0,25,1.0,2,True,-2.0,97.0,9.0,0,26165.0,35.0,1611.0,0.017543859649122806,55.07,40,1,0,2,9.907712322640972,274,2009-05-21,2020-11-26,12,https://github.com/apache/Abdera
ACE,9788017.927576544,1935.0,80,14,23.0,24,2.0,2,True,-2.0,88.0,13.0,0,4022.0,19.0,1858.0,0.0010720897460694647,19.66,42,0,6,15,8.611501326733114,235,2010-05-26,2020-06-17,12,https://github.com/apache/ACE
incubator-BatchEE,3597850.263557143,679.0,47,11,65.0,19,2.0,1,True,-3.0,36.0,8.0,0,38758.0,14.0,267.0,0.05246720799500312,33.14,29,0,1,3,9.233974886220322,126,2013-11-05,2023-05-22,12,https://github.com/apache/incubator-BatchEE
Aurora,4326385.4242451135,6503.0,1500,11,235.0,242,0.0,5,False,-22.0,351.0,126.0,119,45584.0,452.0,3701.0,0.020702841695786907,92.86,29,1,0,6,2.437869822485207,286,2013-11-05,2020-02-23,12,https://github.com/apache/Aurora
bval,7829269.789685184,462.0,99,13,-57.0,27,5.0,2,False,1.0,89.0,18.0,57,19476.0,64.0,1414.0,0.03985969387755102,32.75,12,0,0,0,5.535549786450046,67,2011-02-02,2023-05-15,12,https://github.com/apache/bval
Airavata,6905910.718540531,12763.0,289,10,375.0,115,7.0,5,False,-7.0,276.0,99.0,1104,26050.0,299.0,10385.0,0.015365125328024613,2.3,0,50,95,335,50.31224500897569,323,2014-01-29,2023-05-23,12,https://github.com/apache/Airavata
AsterixDB,2077165.5111151026,5825.0,640,9,-99.0,128,1.0,4,False,7.0,176.0,56.0,0,6592.0,886.0,8286.0,0.012878609751405425,22.61,0,16,19,113,15.531952746939938,894,2015-03-10,2023-05-26,12,https://github.com/apache/AsterixDB
incubator-retired-Blur,4521682.770293652,313.0,103,10,130.0,33,-2.0,1,True,-4.0,27.0,8.0,0,3881.0,156.0,5120.0,0.0038594124700239807,14.41,29,2,15,38,32.243305862685865,196,2014-05-30,2017-06-22,12,https://github.com/apache/incubator-retired-Blur
Brooklyn,5337527.811984751,2060.0,339,9,20.0,71,-3.0,1,True,-4.0,87.0,24.0,6,9614.0,80.0,2499.0,0.5850515463917526,0.0,0,0,0,0,0.0,0,2015-12-02,2023-01-31,12,https://github.com/apache/Brooklyn
Buildr,14307120.323351242,2109.0,375,15,273.0,91,2.0,3,True,-4.0,179.0,26.0,435,71886.0,7.0,4393.0,0.04629035706649562,7.64,27,0,4,3,11.448578882328713,106,2009-05-21,2022-07-07,12,https://github.com/apache/Buildr
Aries,5982778.513506328,7071.0,364,15,465.0,152,4.0,7,False,-17.0,494.0,59.0,439,1521.0,164.0,20633.0,0.017942636595318414,54.78,31,2,4,17,14.309328418250171,180,2009-09-30,2023-04-21,12,https://github.com/apache/Aries
Chukwa,2653716.3200955587,856.0,210,12,0.0,44,0.0,1,True,0.0,48.0,11.0,0,34723.0,556.0,548.0,0.007568359375,15.01,38,1,6,17,12.52034649853131,385,2012-04-07,2019-07-05,12,https://github.com/apache/Chukwa
Clerezza,2862894.8425464923,1930.0,104,13,305.0,28,1.0,1,False,-3.0,69.0,21.0,1,68927.0,314.0,3798.0,0.01443277457049454,30.72,5,0,2,1,6.523757932208636,228,2011-02-12,2022-05-20,12,https://github.com/apache/Clerezza
cTAKES,20849520.02168191,103.0,42,2,49.0,4,-7.0,1,False,-1.0,8.0,0.0,0,-1.0,8.0,73.0,0.0018801657554129972,5.16,0,14,16,88,41.240219800099496,833,2022-11-29,2023-05-17,12,https://github.com/apache/cTAKES
Crunch,438762.56447754515,3908.0,293,12,61.0,83,1.0,1,True,-5.0,209.0,58.0,0,61888.0,57.0,1217.0,0.0467412771560237,18.15,20,0,0,4,14.320730436914026,114,2012-10-19,2021-02-02,12,https://github.com/apache/Crunch
Deltacloud,1942697.7177250981,2384.0,172,14,83.0,24,0.0,2,True,-4.0,126.0,36.0,0,65397.0,88.0,2586.0,0.034282064021577116,159.19,14,0,2,0,27.73544589582325,94,2010-07-29,2020-09-22,12,https://github.com/apache/Deltacloud
DirectMemory,1849309.6265779824,557.0,133,13,69.0,27,0.0,1,True,-6.0,42.0,10.0,0,76108.0,10.0,642.0,0.008938303902332679,40.69,3,0,2,0,7.289701062667594,78,2011-10-15,2023-04-17,12,https://github.com/apache/DirectMemory
DistributedLog,1494305.4623906256,1144.0,443,8,28.0,73,-33.0,1,True,-7.0,61.0,29.0,0,25760.0,53.0,310.0,0.005411346918068826,43.83,40,1,6,10,5.70827425330467,136,2016-07-22,2023-04-17,12,https://github.com/apache/DistributedLog
DeltaSpike,7193572.719667012,3736.0,420,11,29.0,130,0.0,2,False,-4.0,306.0,72.0,1148,44057.0,63.0,2499.0,0.04525107045543013,84.11,37,0,0,7,2.821631051024858,141,2013-06-04,2023-05-10,12,https://github.com/apache/DeltaSpike
Derby,7327678.1212651245,21343.0,744,13,102.0,138,0.0,4,False,-9.0,385.0,13.0,0,67715.0,117.0,8152.0,0.04950248756218906,95.1,0,22,53,170,10.741400427322358,901,2011-06-19,2023-05-19,12,https://github.com/apache/Derby
Drill,4192754.4094822877,57398.0,4573,12,-29.0,945,13.0,8,False,6.0,1222.0,237.0,387,12410.0,250.0,4375.0,0.08011226478201437,56.59,0,10,12,57,11.382147955327904,358,2012-09-05,2023-05-23,12,https://github.com/apache/Drill
CXF,5350733.288340371,13959.0,3014,10,346.0,1380,21.0,2,False,-8.0,1768.0,234.0,573,3314.0,965.0,36012.0,0.04012718226513969,118.25,0,1,19,77,13.055786411801371,270,2014-02-19,2023-05-29,12,https://github.com/apache/CXF
Eagle,1588072.006220073,4618.0,1010,9,111.0,190,-84.0,3,True,-9.0,131.0,45.0,0,62996.0,134.0,990.0,0.011411428250995346,29.28,42,1,0,9,15.598043574922189,246,2015-11-18,2020-11-20,12,https://github.com/apache/Eagle
Empire-db,12470583.921762895,779.0,179,13,-2.0,27,1.0,1,False,0.0,53.0,14.0,0,6314.0,142.0,1598.0,0.010586159576553617,6.37,35,8,2,6,13.308558005819863,140,2011-07-14,2023-05-22,12,https://github.com/apache/Empire-db
incubator-retired-Edgent,1980720.908269972,1966.0,562,8,349.0,140,-124.0,2,False,-13.0,63.0,23.0,0,30009.0,177.0,1228.0,0.00448715403248223,69.01,14,1,1,6,7.370239368265197,430,2016-03-10,2019-11-01,12,https://github.com/apache/incubator-retired-Edgent
ESME,4435278.189178218,686.0,43,14,303.0,11,1.0,2,True,-4.0,21.0,9.0,0,43731.0,90.0,2060.0,0.04081033470346448,12.3,5,0,0,0,14.701921899865344,98,2010-05-26,2023-04-18,12,https://github.com/apache/ESME
Falcon,1868437.627718405,12423.0,315,11,80.0,117,0.0,6,False,-4.0,231.0,58.0,0,28092.0,1258.0,1298.0,0.0368270169801216,63.42,39,2,4,21,12.862245365221828,327,2013-07-20,2019-07-25,12,https://github.com/apache/Falcon
CouchDB,17488680.689644292,26048.0,12425,15,117.0,1039,126.0,2,False,8.0,1602.0,268.0,3859,12566.0,546.0,16458.0,0.05688571498447015,55.19,7,0,15,1,16.37939050678389,111,2009-05-21,2023-05-27,12,https://github.com/apache/CouchDB
FtpServer,3646881.0218484183,399.0,209,13,79.0,57,1.0,1,True,-2.0,104.0,2.0,0,45016.0,79.0,1084.0,0.029199960540593865,58.62,21,0,0,6,12.282972069448938,149,2011-04-21,2023-04-24,12,https://github.com/apache/FtpServer
FreeMarker,1747141.8697292819,909.0,1957,9,93.0,247,-6.0,1,False,-1.0,197.0,36.0,0,14208.0,479.0,3026.0,0.004749841671944269,73.69,3,13,7,26,8.664883671392394,264,2015-09-04,2023-05-20,12,https://github.com/apache/FreeMarker
incubator-retired-Gearpump,747920.0069191175,2026.0,693,8,64.0,97,-55.0,3,False,-9.0,59.0,18.0,0,40590.0,526.0,1761.0,0.00637085557898515,25.16,14,0,0,3,3.010179562235135,153,2016-04-13,2018-08-28,12,https://github.com/apache/incubator-retired-Gearpump
Giraph,1298573.5597413937,8018.0,1522,13,50.0,302,2.0,4,True,-8.0,298.0,57.0,0,39915.0,9.0,1165.0,0.020250723240115717,18.19,42,0,2,19,7.823909503213266,179,2011-08-28,2023-04-14,12,https://github.com/apache/Giraph
Hama,2016328.7287991385,5965.0,337,14,71.0,75,1.0,2,False,-1.0,124.0,25.0,0,77305.0,553.0,1171.0,0.003947085927565193,13.52,30,0,2,4,10.13187927973624,170,2010-08-25,2020-02-11,12,https://github.com/apache/Hama
Geronimo,5353122.073008941,19.0,92,15,352.0,22,5.0,4,False,-9.0,32.0,25.0,0,34872.0,1082.0,15550.0,0.002156340654169422,24.98,0,4,10,60,19.009156786611573,350,2009-07-01,2023-04-17,12,https://github.com/apache/Geronimo
incubator-retired-HORN,1318969.9274137933,222.0,77,9,17.0,17,-8.0,1,False,-3.0,22.0,6.0,0,10730.0,20.0,20.0,0.058091286307053944,3.61,3,0,0,0,35.95406360424028,56,2015-09-18,2021-11-17,12,https://github.com/apache/incubator-retired-HORN
HCatalog,1505300.596588132,3988.0,169,13,52.0,47,1.0,2,True,-3.0,93.0,9.0,0,-1.0,593.0,113.0,0.10196394942157654,82.43,24,2,0,3,6.890167294848905,156,2011-04-14,2023-04-14,12,https://github.com/apache/HCatalog
incubator-retired-HTrace,950294.8571021509,1486.0,293,9,52.0,81,0.0,2,True,-5.0,37.0,10.0,0,44448.0,117.0,548.0,0.06681112314915132,24.41,41,1,6,4,49.91583998853992,285,2015-04-22,2018-04-11,12,https://github.com/apache/incubator-retired-HTrace
Helix,3831464.957144224,4539.0,1053,10,85.0,207,74.0,6,False,5.0,211.0,86.0,1352,29776.0,254.0,4719.0,0.015257641065830722,84.84,32,1,7,21,7.642750213857998,393,2014-01-13,2023-06-01,12,https://github.com/apache/Helix
Impala,6864444.1254755845,34394.0,2384,8,77.0,464,0.0,16,False,6.0,855.0,172.0,0,41131.0,1216.0,10730.0,0.030396876312497982,21.44,0,13,77,126,40.737250817778495,907,2016-04-13,2023-06-01,12,https://github.com/apache/Impala
incubator-retired-iota,510018.75186842104,229.0,99,8,1.0,33,0.0,2,False,-1.0,26.0,11.0,0,3863.0,37.0,155.0,0.0011597564511452595,76.0,2,0,0,0,15.654688145394465,43,2016-02-06,2020-05-20,12,https://github.com/apache/incubator-retired-iota
Isis,10178092.57520137,28326.0,1864,12,-721.0,300,134.0,2,False,2.0,170.0,57.0,8032,27130.0,450.0,23842.0,0.0028122822347827047,10.42,37,1,41,13,7.144350955692817,616,2012-11-30,2023-06-02,12,https://github.com/apache/Isis
ant-ivy,10443274.708573185,950.0,234,10,6.0,116,0.0,2,True,-2.0,204.0,26.0,0,20072.0,1001.0,2386.0,0.07817511225144323,69.15,31,0,3,17,3.9669465405462856,174,2014-05-28,2023-06-17,12,https://github.com/apache/ant-ivy
Jackrabbit,2115730.915356426,63994.0,819,15,612.0,205,0.0,3,False,-9.0,949.0,39.0,0,79935.0,927.0,13695.0,0.1011803549319026,47.86,0,22,14,65,11.3925981053004,619,2009-05-21,2023-07-08,12,https://github.com/apache/Jackrabbit
db-jdo,4289662.386710456,219.0,44,6,-13.0,10,0.0,1,False,4.0,25.0,10.0,131,53073.0,194.0,1940.0,0.0038121502149403843,3.7,0,50,39,99,38.85691897054142,464,2018-07-20,2023-06-10,12,https://github.com/apache/db-jdo
jclouds,4734377.477020818,5993.0,438,10,103.0,116,3.0,3,False,-19.0,657.0,210.0,489,44411.0,538.0,12046.0,0.010529361445176874,79.02,12,4,1,16,11.570496417604913,210,2014-01-07,2023-05-10,12,https://github.com/apache/jclouds
Johnzon,3129026.355283184,1058.0,152,10,48.0,66,6.0,2,False,0.0,131.0,35.0,0,49838.0,78.0,939.0,0.060810810810810814,110.17,29,5,2,12,8.52731177802287,225,2014-09-11,2023-05-22,12,https://github.com/apache/Johnzon
Joshua,5767237.8681283165,611.0,267,8,209.0,65,-24.0,3,True,-12.0,62.0,32.0,0,79127.0,242.0,4139.0,0.0007553578025152863,11.1,25,5,8,22,20.812156280136577,429,2016-03-25,2021-11-13,12,https://github.com/apache/Joshua
JSPWiki,6843573.695720203,2940.0,280,15,138.0,94,14.0,1,False,0.0,220.0,22.0,0,80048.0,528.0,9610.0,0.006357866365256705,23.25,41,0,7,5,9.989461340933042,124,2009-03-27,2023-05-30,12,https://github.com/apache/JSPWiki
Juneau,17538999.42266667,523.0,184,8,208.0,40,5.0,1,False,-7.0,53.0,20.0,1062,34581.0,305.0,2825.0,0.00022971280430109878,63.77,0,13,11,35,24.59108607829816,403,2016-08-02,2023-06-01,12,https://github.com/apache/Juneau
Kalumet,1541798.81116,92.0,20,13,40.0,6,2.0,2,True,-1.0,11.0,3.0,0,-1.0,2.0,192.0,0.0017554125219426564,1.01,39,1,7,63,37.65421472427842,547,2011-11-06,2023-04-14,12,https://github.com/apache/Kalumet
Knox,3960454.214870292,10713.0,565,10,68.0,235,2.0,4,False,0.0,412.0,90.0,463,54166.0,90.0,3083.0,0.0562722909603276,76.56,44,1,6,6,31.015159408872,305,2014-03-01,2023-05-31,12,https://github.com/apache/Knox
Kudu,9235713.623403035,7543.0,4048,8,268.0,634,5.0,4,False,-7.0,518.0,167.0,0,76625.0,1760.0,9413.0,0.021774045239992643,21.63,0,5,58,88,8.179514773392908,317,2016-01-29,2023-06-01,12,https://github.com/apache/Kudu
Geode,3974051.98329853,57677.0,5095,9,65.0,679,-7.0,3,False,-22.0,590.0,253.0,571,6269.0,1807.0,11478.0,0.024234364854166853,22.39,0,8,73,179,16.54115275848678,1599,2015-04-30,2023-06-18,12,https://github.com/apache/Geode
logging-log4php,9917073.167291267,169.0,281,12,33.0,79,-1.0,2,True,-3.0,72.0,15.0,5,83148.0,3.0,1044.0,0.02599388379204893,74.94,9,0,0,1,1.276897611728541,85,2012-12-08,2020-12-18,12,https://github.com/apache/logging-log4php
Lucy,3056614.7383840824,480.0,220,13,226.0,26,0.0,2,False,-4.0,37.0,11.0,0,48161.0,24.0,3417.0,0.006492266564827191,19.95,14,14,8,25,9.83782815159932,512,2011-11-19,2018-03-15,12,https://github.com/apache/Lucy
Lens,1869857.867993928,9166.0,218,10,156.0,100,-5.0,3,False,-15.0,165.0,82.0,0,35949.0,100.0,2370.0,0.03259259259259259,68.34,36,3,5,12,4.490207526139802,185,2014-11-12,2020-06-15,12,https://github.com/apache/Lens
MRUnit,1853120.4706450012,1148.0,103,13,24.0,27,0.0,2,True,-1.0,95.0,15.0,0,-1.0,53.0,282.0,0.06936416184971098,143.51,1,0,0,0,21.055959532089787,90,2011-03-26,2016-05-12,12,https://github.com/apache/MRUnit
commons-ognl,5530371.727073299,118.0,199,11,-51.0,43,8.0,1,False,4.0,36.0,10.0,3,86013.0,22.0,885.0,0.09743589743589744,45.8,33,1,1,8,5.773593466424682,160,2013-07-10,2023-05-25,12,https://github.com/apache/commons-ognl
incubator-Omid,2893201.5451625613,1239.0,210,8,163.0,54,0.0,2,False,-8.0,69.0,27.0,5,18547.0,64.0,1410.0,0.01509433962264151,111.48,6,0,0,0,3.3976655495203976,65,2016-04-14,2023-06-15,12,https://github.com/apache/incubator-Omid
Ode,7633592.074445862,2333.0,152,15,110.0,64,0.0,3,True,-7.0,163.0,22.0,0,61799.0,86.0,5571.0,0.03010295950874925,40.2,16,3,9,26,18.099303654748905,307,2009-05-21,2020-01-14,12,https://github.com/apache/Ode
Oozie,6501156.02723561,27552.0,1827,13,54.0,475,2.0,3,False,-1.0,701.0,41.0,0,74623.0,2628.0,550.0,0.0698857994041708,91.72,33,3,7,35,13.170370741985652,381,2011-09-14,2023-04-20,12,https://github.com/apache/Oozie
Lucene.NET,7379545.734388446,5216.0,4619,15,-2.0,627,43.0,1,False,1.0,320.0,90.0,4848,11618.0,694.0,7709.0,0.004782745501873623,54.48,0,32,40,195,14.782500204356449,1929,2009-03-27,2023-05-17,12,https://github.com/apache/Lucene.NET
Openmeetings,1515133.3272727274,249.0,1413,9,-36.0,255,2.0,1,False,2.0,41.0,22.0,0,26453.0,115.0,5843.0,1.2086490929088557e-05,6.61,43,0,3,16,23.9727596476248,303,2015-03-13,2023-05-24,12,https://github.com/apache/Openmeetings
OpenEJB,12168864.498799697,660.0,51,11,-1.0,27,11.0,2,False,1.0,71.0,0.0,0,17355.0,900.0,23326.0,0.005834795530294762,45.72,0,21,15,148,23.816161793923,343,2013-01-23,2023-04-18,12,https://github.com/apache/OpenEJB
OpenWebBeans,6652053.028015654,3316.0,168,13,121.0,58,2.0,2,False,0.0,185.0,28.0,78,60190.0,115.0,4278.0,0.03379591836734694,82.88,44,0,5,9,5.595082726392456,150,2011-01-28,2023-05-21,12,https://github.com/apache/OpenWebBeans
OpenJPA,5800253.009014613,7805.0,343,15,423.0,113,0.0,4,False,-8.0,647.0,43.0,0,17401.0,272.0,7224.0,0.04860500025881257,75.74,0,19,46,50,13.06292109169807,511,2009-05-21,2023-06-09,12,https://github.com/apache/OpenJPA
PhotArk,1275150.7811744187,208.0,26,14,39.0,6,1.0,1,True,-3.0,17.0,5.0,0,21040.0,3.0,411.0,0.011805998723675814,5.97,9,0,0,0,12.169826608329284,84,2010-08-12,2023-02-22,12,https://github.com/apache/PhotArk
Pig,3172178.294230457,5347.0,1773,15,138.0,459,3.0,4,True,-5.0,170.0,41.0,0,4913.0,4627.0,1660.0,0.008740992314893432,74.65,0,11,18,64,15.19396460071615,495,2009-05-21,2023-05-19,12,https://github.com/apache/Pig
Pluto,10419532.48007692,618.0,21,15,-1.0,9,2.0,3,True,1.0,61.0,5.0,0,17654.0,54.0,2243.0,0.03271617227420532,17.17,17,0,0,4,13.57196589769308,134,2009-05-21,2023-04-17,12,https://github.com/apache/Pluto
incubator-retired-Quickstep,2337116.0478026313,1007.0,242,8,271.0,62,-51.0,1,False,-26.0,63.0,39.0,0,81980.0,619.0,781.0,0.0023319730157408177,34.42,12,1,9,46,18.41480778357855,405,2016-04-14,2018-11-30,12,https://github.com/apache/incubator-retired-Quickstep
PDFBox,12208080.815552313,49405.0,4763,15,-60.0,743,2.0,3,False,0.0,2157.0,13.0,0,24927.0,274.0,17979.0,0.03971932471193068,18.69,22,2,15,51,18.055870997047467,339,2009-09-26,2023-07-02,12,https://github.com/apache/PDFBox
Rave,2451691.2257217956,326.0,43,10,4.0,13,0.0,3,False,-2.0,16.0,6.0,0,68270.0,41.0,1730.0,0.045754956786985254,62.78,19,2,1,1,15.676303134155106,60,2014-03-19,2017-05-05,12,https://github.com/apache/Rave
openoffice,12172149.402555559,234.0,1797,11,452.0,281,2.0,2,False,-16.0,98.0,65.0,3275,56717.0,441.0,16157.0,2.7628456204752646e-06,5.69,0,50,157,570,18.99917754843857,1601,2013-11-13,2023-06-01,12,https://github.com/apache/openoffice
Roller,31519917.800408058,2324.0,349,15,21.0,119,2.0,2,False,0.0,115.0,30.0,199,63493.0,319.0,4803.0,0.004516492997942523,11.42,36,2,0,16,13.687810805337412,304,2009-05-21,2023-04-26,12,https://github.com/apache/Roller
incubator-S2Graph,893649.1321401881,1164.0,604,8,38.0,68,-43.0,1,False,-4.0,42.0,16.0,0,65006.0,165.0,1527.0,0.0031858161922570815,23.31,35,0,0,5,14.618882535680518,147,2016-01-08,2020-05-28,12,https://github.com/apache/incubator-S2Graph
incubator-retired-S4,3399857.8829481476,595.0,100,12,35.0,18,-2.0,1,False,-3.0,54.0,11.0,0,49954.0,163.0,542.0,0.0026980439181593344,42.98,2,0,0,0,5.2032201060278815,73,2012-01-13,2022-11-07,12,https://github.com/apache/incubator-retired-S4
Sentry,2891828.7415288896,8625.0,323,8,93.0,89,0.0,7,False,-10.0,162.0,26.0,0,31901.0,55.0,1694.0,0.10043420804228809,113.42,41,1,3,5,25.590229972974356,158,2016-03-26,2021-01-20,12,https://github.com/apache/Sentry
ServiceMix,9539576.892152525,6137.0,451,10,134.0,159,-16.0,2,True,-6.0,247.0,21.0,18,9395.0,33.0,939.0,0.25401010766864424,21.12,0,0,1,0,30.49464558898521,32,2014-03-28,2023-07-02,12,https://github.com/apache/ServiceMix
Ranger,2793392.8088539923,13258.0,2334,10,52.0,828,13.0,7,False,16.0,863.0,162.0,2,52903.0,211.0,5842.0,0.02533570500354829,13.98,0,26,57,140,27.326019183808476,454,2014-07-27,2023-07-06,12,https://github.com/apache/Ranger
Phoenix,2467031.696921266,45734.0,2952,10,347.0,986,0.0,4,False,-2.0,1085.0,207.0,1365,27696.0,157.0,14211.0,0.04305345936929065,17.27,0,14,52,194,19.21583250359992,1104,2014-06-04,2023-06-02,12,https://github.com/apache/Phoenix
OFBiz,5252098.81290145,51075.0,2074,15,1372.0,566,0.0,3,False,-17.0,896.0,43.0,0,69591.0,232.0,31770.0,0.005044068404018232,2.34,0,48,105,243,17.533314811798856,753,2009-05-20,2022-01-10,12,https://github.com/apache/OFBiz
Sirona,137932.09630188678,199.0,270,11,215.0,54,2.0,1,True,-3.0,21.0,7.0,0,13356.0,82.0,826.0,0.0040941658137154556,15.41,33,1,6,7,3.6090089546838726,154,2013-10-24,2023-05-22,12,https://github.com/apache/Sirona
incubator-retired-Slider,1102097.0148664808,5838.0,230,10,340.0,76,1.0,1,False,-5.0,113.0,15.0,0,4634.0,205.0,2508.0,0.0381253035454104,58.08,37,1,7,13,10.035027765912004,260,2014-05-22,2018-07-30,12,https://github.com/apache/incubator-retired-Slider
